Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score,Confidence_Rating,System_Evaluation
ZenTech40,E-commerce,Direct Sales,Medium,50869,15,0,A next-generation Direct Sales service serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.91,95.0,Very Strong Potential
IlluminateKinetic12,Manufacturing,Freemium,Small,389714,46,10,An AI-powered Freemium ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.71,95.0,Very Strong Potential
TrekAI57,Technology,B2C,Large,188960,8,5,A next-generation B2C toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
KappaWave65,Healthcare,C2C,Small,538316,1,1,A blockchain-enabled C2C toolkit targeting small enterprises.,93.63,1,0.2,0.2,0.2,0.2,0.2,6.47,93.63,Very Strong Potential
NexusFlow86,Retail,B2C,Small,85585,21,13,A data-driven B2C toolkit targeting small enterprises.,94.74,1,0.0,0.0,0.0,0.0,0.0,4.46,94.74,Very Strong Potential
EtaKinetic44,Healthcare,Freemium,Large,317378,49,12,A cloud-based Freemium toolkit serving large market needs.,95.0,1,0.27,0.27,0.27,0.27,0.27,5.14,95.0,Very Strong Potential
LambdaAnalytics50,Healthcare,C2C,Medium,160122,29,6,A cloud-based C2C service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.08,95.0,Very Strong Potential
PioneerPartners22,Education,C2C,Large,375448,425,12,An AI-powered C2C infrastructure targeting large enterprises.,95.0,1,0.66,0.66,0.66,0.66,0.66,5.33,95.0,Very Strong Potential
QuantumTech77,Transportation,Freemium,Small,98067,2,40,A next-generation Freemium infrastructure targeting small enterprises.,95.0,1,1.81,1.81,1.81,1.81,1.81,5.9,95.0,Very Strong Potential
PsiInnovations58,Finance,C2C,Medium,370216,5,19,A cutting-edge C2C infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.86,95.0,Very Strong Potential
PioneerAI77,Healthcare,Freemium,Medium,367765,3,3,A data-driven Freemium toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.06,95.0,Very Strong Potential
TrekCore79,E-commerce,Advertising,Small,95056,41,1,A blockchain-enabled Advertising toolkit serving small market needs.,95.0,1,0.7,0.7,0.7,0.7,0.7,5.35,95.0,Very Strong Potential
VibeSolutions89,Agriculture,B2B,Medium,406601,30,8,An innovative B2B infrastructure serving medium market needs.,94.04,1,0.0,0.0,0.0,0.0,0.0,4.96,94.04,Very Strong Potential
PsiCore64,Finance,Subscription,Medium,797534,16,0,A blockchain-enabled Subscription solution targeting medium enterprises.,93.46,1,0.88,0.88,0.88,0.88,0.88,6.98,93.46,Very Strong Potential
IotaCore77,Technology,B2C,Medium,785022,4,6,A cutting-edge B2C toolkit targeting medium enterprises.,93.95,1,0.0,0.0,0.0,0.0,0.0,6.03,93.95,Very Strong Potential
ZenAI42,Technology,Direct Sales,Medium,183265,9,8,A cloud-based Direct Sales solution targeting medium enterprises.,95.0,1,1.46,1.46,1.46,1.46,1.46,5.73,95.0,Very Strong Potential
SparkLabs68,Education,SaaS,Small,559542,8,4,A blockchain-enabled SaaS service serving small market needs.,94.7,1,1.56,1.56,1.56,1.56,1.56,6.08,94.7,Very Strong Potential
KappaLabs27,Healthcare,Franchise,Small,19822,25,8,A cutting-edge Franchise service targeting small enterprises.,94.73,1,0.6,0.6,0.6,0.6,0.6,5.57,94.73,Very Strong Potential
KappaSolutions74,Manufacturing,Franchise,Large,473105,16,25,A data-driven Franchise toolkit serving large market needs.,93.13,1,0.0,0.0,0.0,0.0,0.0,6.15,93.13,Very Strong Potential
SigmaSolutions86,E-commerce,Advertising,Large,143986,4,1,A blockchain-enabled Advertising infrastructure targeting large enterprises.,94.76,1,0.0,0.0,0.0,0.0,0.0,5.11,94.76,Very Strong Potential
PiCore48,Finance,B2C,Large,86591,99,11,An AI-powered B2C service targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.69,95.0,Very Strong Potential
NexusCore84,Technology,B2B,Medium,23040,32,0,A data-driven B2B toolkit serving medium market needs.,92.8,1,0.0,0.0,0.0,0.0,0.0,6.24,92.8,Very Strong Potential
KappaDynamics97,Healthcare,Franchise,Medium,140063,12,17,An innovative Franchise infrastructure targeting medium enterprises.,92.8,1,0.98,0.98,0.98,0.98,0.98,7.69,92.8,Very Strong Potential
ZetaKinetic18,Manufacturing,Freemium,Medium,225089,14,4,A cloud-based Freemium solution targeting medium enterprises.,94.68,1,1.36,1.36,1.36,1.36,1.36,6.0,94.68,Very Strong Potential
PhiCore89,E-commerce,SaaS,Small,387826,321,6,An innovative SaaS infrastructure serving small market needs.,95.0,1,0.78,0.78,0.78,0.78,0.78,5.39,95.0,Very Strong Potential
XenonPartners25,Finance,Advertising,Medium,121226,20,5,An AI-powered Advertising toolkit targeting medium enterprises.,95.0,1,1.93,1.93,1.93,1.93,1.93,5.97,95.0,Very Strong Potential
IotaNebula57,Technology,Franchise,Large,440627,38,6,An AI-powered Franchise toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
ThetaDynamics78,Retail,Direct Sales,Small,8199062,6,9,A mobile-first Direct Sales solution serving small market needs.,93.75,1,1.35,1.35,1.35,1.35,1.35,6.93,93.75,Very Strong Potential
ThetaData34,Finance,B2G,Medium,3709135,265,27,A next-generation B2G solution targeting medium enterprises.,93.06,1,0.0,0.0,0.0,0.0,0.0,6.13,93.06,Very Strong Potential
SigmaGroup27,Healthcare,Marketplace,Small,261469,62,4,A mobile-first Marketplace service targeting small enterprises.,95.0,1,1.51,1.51,1.51,1.51,1.51,5.76,95.0,Very Strong Potential
TrekKinetic24,Finance,Subscription,Small,119451,62,0,A mobile-first Subscription infrastructure serving small market needs.,93.47,1,1.88,1.88,1.88,1.88,1.88,7.48,93.47,Very Strong Potential
BetaCapital52,Education,Advertising,Large,238644,148,10,A data-driven Advertising service serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.19,95.0,Very Strong Potential
LighthouseFlow64,E-commerce,Freemium,Large,152379,2,13,A blockchain-enabled Freemium ecosystem serving large market needs.,92.63,1,0.0,0.0,0.0,0.0,0.0,6.66,92.63,Very Strong Potential
LighthouseSystems47,Technology,Subscription,Small,261108,13,1,A blockchain-enabled Subscription solution targeting small enterprises.,95.0,1,0.79,0.79,0.79,0.79,0.79,5.4,95.0,Very Strong Potential
TauInnovations93,Real Estate,Subscription,Medium,282920,17,4,A cloud-based Subscription service targeting medium enterprises.,95.0,1,0.75,0.75,0.75,0.75,0.75,5.38,95.0,Very Strong Potential
GammaAnalytics96,Healthcare,B2G,Small,133366,13,9,A blockchain-enabled B2G infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.68,95.0,Very Strong Potential
VistaDynamics95,Healthcare,SaaS,Medium,363010,42,4,A cloud-based SaaS infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.94,95.0,Very Strong Potential
MuSolutions24,E-commerce,Freemium,Large,992946,2,18,A cutting-edge Freemium infrastructure serving large market needs.,94.33,1,0.0,0.0,0.0,0.0,0.0,5.62,94.33,Very Strong Potential
BetaAnalytics61,Healthcare,B2C,Medium,207532,49,15,A data-driven B2C platform targeting medium enterprises.,93.19,1,0.0,0.0,0.0,0.0,0.0,5.86,93.19,Very Strong Potential
DeltaGroup15,E-commerce,Marketplace,Small,24611,9,3,A blockchain-enabled Marketplace platform serving small market needs.,95.0,1,0.13,0.13,0.13,0.13,0.13,5.06,95.0,Very Strong Potential
IotaCeleste42,Technology,SaaS,Large,146204,3,0,An innovative SaaS solution serving large market needs.,94.33,1,0.0,0.0,0.0,0.0,0.0,5.16,94.33,Very Strong Potential
EpsilonCloud45,Finance,B2C,Large,3505069,9,4,A mobile-first B2C platform targeting large enterprises.,93.22,1,1.44,1.44,1.44,1.44,1.44,7.5,93.22,Very Strong Potential
OmegaWave46,Technology,B2G,Large,521472,5,3,A cutting-edge B2G toolkit targeting large enterprises.,94.45,1,1.67,1.67,1.67,1.67,1.67,6.38,94.45,Very Strong Potential
ZetaSolutions83,Energy,Franchise,Medium,244003,3,0,A next-generation Franchise toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.54,95.0,Very Strong Potential
SparkCloud46,Food & Beverage,Franchise,Small,24901,89,7,An AI-powered Franchise toolkit targeting small enterprises.,95.0,1,1.61,1.61,1.61,1.61,1.61,5.81,95.0,Very Strong Potential
PioneerGroup72,Finance,Franchise,Medium,101294,5,5,A mobile-first Franchise infrastructure targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.23,95.0,Very Strong Potential
IlluminateAnalytics19,Technology,Direct Sales,Large,21904258,25,4,An AI-powered Direct Sales toolkit targeting large enterprises.,94.81,1,0.85,0.85,0.85,0.85,0.85,5.62,94.81,Very Strong Potential
DeltaWave32,E-commerce,SaaS,Small,113764,2,14,A cloud-based SaaS infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.99,95.0,Very Strong Potential
RhoAnalytics89,E-commerce,B2B,Medium,105534,35,3,A mobile-first B2B infrastructure targeting medium enterprises.,95.0,1,1.59,1.59,1.59,1.59,1.59,5.8,95.0,Very Strong Potential
NexusKinetic52,Education,Advertising,Medium,62453,1,4,A cutting-edge Advertising ecosystem targeting medium enterprises.,95.0,1,1.77,1.77,1.77,1.77,1.77,5.89,95.0,Very Strong Potential
VertexFlow66,Entertainment,B2G,Small,225808,85,0,An innovative B2G service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.9,95.0,Very Strong Potential
SigmaWave87,Transportation,C2C,Small,25313,14,8,A cloud-based C2C solution serving small market needs.,95.0,1,1.31,1.31,1.31,1.31,1.31,5.66,95.0,Very Strong Potential
OmicronWave77,Energy,B2G,Medium,292735,12,11,An AI-powered B2G service serving medium market needs.,95.0,1,1.98,1.98,1.98,1.98,1.98,5.99,95.0,Very Strong Potential
LighthouseTech97,Healthcare,Franchise,Medium,32810,31,10,An innovative Franchise ecosystem targeting medium enterprises.,95.0,1,1.54,1.54,1.54,1.54,1.54,5.77,95.0,Very Strong Potential
NuTech76,Finance,B2B,Large,991632,15,10,A cloud-based B2B toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.33,95.0,Very Strong Potential
SonicData10,Food & Beverage,C2C,Medium,91126,1,4,A data-driven C2C service targeting medium enterprises.,92.69,1,0.0,0.0,0.0,0.0,0.0,6.6,92.69,Very Strong Potential
PsiGroup45,Healthcare,C2C,Medium,154191,1,12,A cloud-based C2C ecosystem targeting medium enterprises.,95.0,1,0.62,0.62,0.62,0.62,0.62,5.31,95.0,Very Strong Potential
ZetaPartners30,Real Estate,Direct Sales,Small,52688,1,4,A mobile-first Direct Sales infrastructure serving small market needs.,92.85,1,0.76,0.76,0.76,0.76,0.76,7.53,92.85,Very Strong Potential
ThetaAI69,Manufacturing,Marketplace,Small,814984,6,2,A mobile-first Marketplace platform serving small market needs.,92.87,1,0.0,0.0,0.0,0.0,0.0,7.08,92.87,Very Strong Potential
GravitasWorks78,Healthcare,Freemium,Small,309963,20,3,A next-generation Freemium solution targeting small enterprises.,94.06,1,0.87,0.87,0.87,0.87,0.87,6.38,94.06,Very Strong Potential
EpsilonCeleste71,Technology,Freemium,Large,3143843,3,6,A data-driven Freemium infrastructure serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.15,95.0,Very Strong Potential
LighthouseLabs64,Transportation,Advertising,Small,105962,35,5,A blockchain-enabled Advertising infrastructure serving small market needs.,94.43,1,0.0,0.0,0.0,0.0,0.0,5.51,94.43,Very Strong Potential
MuCapital80,Education,C2C,Medium,33509,19,6,A cutting-edge C2C platform targeting medium enterprises.,95.0,1,1.21,1.21,1.21,1.21,1.21,5.61,95.0,Very Strong Potential
IotaSync91,Entertainment,Direct Sales,Large,33735,5,0,A mobile-first Direct Sales toolkit serving large market needs.,93.89,1,1.23,1.23,1.23,1.23,1.23,6.73,93.89,Very Strong Potential
DeltaData33,Finance,Direct Sales,Medium,244548,7,0,An AI-powered Direct Sales service serving medium market needs.,94.21,1,0.23,0.23,0.23,0.23,0.23,5.9,94.21,Very Strong Potential
SonicGroup18,Technology,C2C,Medium,754101,69,3,An innovative C2C platform targeting medium enterprises.,94.47,1,1.04,1.04,1.04,1.04,1.04,6.05,94.47,Very Strong Potential
LambdaPartners80,Finance,Freemium,Medium,816886,20,8,A cloud-based Freemium service targeting medium enterprises.,93.56,1,0.41,0.41,0.41,0.41,0.41,6.65,93.56,Very Strong Potential
ThetaGroup55,Healthcare,Subscription,Medium,231451,377,7,A cloud-based Subscription ecosystem serving medium market needs.,95.0,1,0.06,0.06,0.06,0.06,0.06,5.03,95.0,Very Strong Potential
ThetaData84,Technology,Subscription,Small,87330,34,4,A blockchain-enabled Subscription service serving small market needs.,93.02,1,0.25,0.25,0.25,0.25,0.25,7.11,93.02,Very Strong Potential
TrekPartners24,Real Estate,Subscription,Medium,691300,4,14,A mobile-first Subscription infrastructure serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.27,95.0,Very Strong Potential
PioneerSystems19,Technology,Marketplace,Large,24252,3,23,A cutting-edge Marketplace infrastructure serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.9,95.0,Very Strong Potential
LuminaCloud57,Retail,Advertising,Medium,297803,48,14,An AI-powered Advertising platform targeting medium enterprises.,93.0,1,0.0,0.0,0.0,0.0,0.0,6.62,93.0,Very Strong Potential
RhoNebula96,Healthcare,Franchise,Medium,28412,20,2,A cutting-edge Franchise service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.1,95.0,Very Strong Potential
ChiZephyr63,Food & Beverage,Franchise,Medium,562568,13,6,A next-generation Franchise solution targeting medium enterprises.,95.0,1,0.32,0.32,0.32,0.32,0.32,5.16,95.0,Very Strong Potential
AlphaLabs12,Agriculture,B2G,Medium,1096790,9,10,A cutting-edge B2G ecosystem targeting medium enterprises.,95.0,1,1.7,1.7,1.7,1.7,1.7,5.85,95.0,Very Strong Potential
PsiData96,Food & Beverage,Subscription,Medium,179497,8,6,An AI-powered Subscription service serving medium market needs.,93.6,1,0.0,0.0,0.0,0.0,0.0,5.75,93.6,Very Strong Potential
AlphaAI91,Finance,Direct Sales,Small,941673,46,12,A next-generation Direct Sales solution targeting small enterprises.,94.51,1,0.0,0.0,0.0,0.0,0.0,5.13,94.51,Very Strong Potential
VertexDynamics21,Healthcare,Advertising,Large,3784007,10,4,A data-driven Advertising service targeting large enterprises.,94.95,1,0.0,0.0,0.0,0.0,0.0,4.95,94.95,Very Strong Potential
AlphaAnalytics80,Education,B2C,Medium,20734,19,8,A cutting-edge B2C service serving medium market needs.,94.59,1,0.0,0.0,0.0,0.0,0.0,5.4,94.59,Very Strong Potential
VirtuAI64,Transportation,Subscription,Small,110694,15,9,A cutting-edge Subscription infrastructure serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.12,95.0,Very Strong Potential
ThetaCloud30,E-commerce,Freemium,Medium,478301,68,9,A blockchain-enabled Freemium platform serving medium market needs.,93.15,1,0.56,0.56,0.56,0.56,0.56,7.13,93.15,Very Strong Potential
EpsilonCeleste42,Manufacturing,C2C,Medium,454983,15,6,A blockchain-enabled C2C toolkit serving medium market needs.,94.33,1,0.0,0.0,0.0,0.0,0.0,5.5,94.33,Very Strong Potential
MuSync12,Technology,B2C,Medium,212055,17,7,A cutting-edge B2C platform serving medium market needs.,94.59,1,0.0,0.0,0.0,0.0,0.0,5.03,94.59,Very Strong Potential
NexusTech14,Healthcare,SaaS,Large,441408,5,8,A data-driven SaaS service targeting large enterprises.,94.67,1,1.07,1.07,1.07,1.07,1.07,5.86,94.67,Very Strong Potential
OmegaNebula59,Finance,Marketplace,Large,409011,5,12,A cutting-edge Marketplace toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.82,95.0,Very Strong Potential
VistaWorks43,Healthcare,Advertising,Small,144549,121,10,A next-generation Advertising platform targeting small enterprises.,94.45,1,0.0,0.0,0.0,0.0,0.0,5.35,94.45,Very Strong Potential
LambdaSolutions40,Entertainment,Freemium,Medium,206002,85,30,A next-generation Freemium solution serving medium market needs.,93.42,1,0.88,0.88,0.88,0.88,0.88,7.02,93.42,Very Strong Potential
GravitasNebula39,Finance,B2C,Small,19799,36,4,A next-generation B2C infrastructure serving small market needs.,95.0,1,1.04,1.04,1.04,1.04,1.04,5.52,95.0,Very Strong Potential
AlphaWorks67,Real Estate,Advertising,Medium,1299543,19,10,A mobile-first Advertising toolkit serving medium market needs.,95.0,1,1.74,1.74,1.74,1.74,1.74,5.87,95.0,Very Strong Potential
TrekZephyr12,Technology,Direct Sales,Medium,333916,5,34,An AI-powered Direct Sales ecosystem serving medium market needs.,95.0,1,0.84,0.84,0.84,0.84,0.84,5.42,95.0,Very Strong Potential
SigmaVentures76,Healthcare,Direct Sales,Large,128858,1,0,A next-generation Direct Sales platform serving large market needs.,94.05,1,0.0,0.0,0.0,0.0,0.0,5.41,94.05,Very Strong Potential
NovaCapital64,Retail,Subscription,Small,424864,343,14,A next-generation Subscription infrastructure serving small market needs.,92.7,1,0.34,0.34,0.34,0.34,0.34,7.47,92.7,Very Strong Potential
VirtuAnalytics86,Finance,Marketplace,Large,76782,12,12,A mobile-first Marketplace toolkit serving large market needs.,94.21,1,1.83,1.83,1.83,1.83,1.83,6.71,94.21,Very Strong Potential
PhiSolutions23,Technology,Subscription,Small,55215,41,0,A next-generation Subscription platform targeting small enterprises.,93.58,1,0.45,0.45,0.45,0.45,0.45,6.64,93.58,Very Strong Potential
VertexAI68,Manufacturing,Advertising,Small,46217,44,1,A cloud-based Advertising solution targeting small enterprises.,94.7,1,0.0,0.0,0.0,0.0,0.0,4.87,94.7,Very Strong Potential
ChiWorks94,Healthcare,Marketplace,Small,480609,14,15,A cutting-edge Marketplace infrastructure serving small market needs.,94.31,1,1.56,1.56,1.56,1.56,1.56,6.48,94.31,Very Strong Potential
RhoCapital15,Healthcare,Marketplace,Medium,239874,386,5,A mobile-first Marketplace platform serving medium market needs.,94.6,1,0.54,0.54,0.54,0.54,0.54,5.67,94.6,Very Strong Potential
MuSystems36,Finance,Marketplace,Medium,51966,20,5,A blockchain-enabled Marketplace toolkit serving medium market needs.,95.0,1,0.13,0.13,0.13,0.13,0.13,5.07,95.0,Very Strong Potential
OmegaData15,Energy,Marketplace,Large,1018049,1,5,A blockchain-enabled Marketplace toolkit targeting large enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.46,95.0,Very Strong Potential
GravitasAnalytics37,Healthcare,B2G,Medium,833158,46,1,A cutting-edge B2G service targeting medium enterprises.,95.0,1,1.04,1.04,1.04,1.04,1.04,5.52,95.0,Very Strong Potential
SigmaDynamics98,Real Estate,Subscription,Medium,2004007,5,13,A next-generation Subscription ecosystem serving medium market needs.,94.5,1,1.66,1.66,1.66,1.66,1.66,6.34,94.5,Very Strong Potential
QuantumSystems44,Entertainment,B2B,Medium,47101,4,1,An AI-powered B2B toolkit serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.57,95.0,Very Strong Potential
ChiZephyr27,Finance,Marketplace,Small,53022,20,15,A cloud-based Marketplace ecosystem serving small market needs.,95.0,1,1.03,1.03,1.03,1.03,1.03,5.51,95.0,Very Strong Potential
VertexFlow63,Education,B2G,Small,73894,20,3,A cloud-based B2G ecosystem targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.01,95.0,Very Strong Potential
ZetaNebula40,Technology,Freemium,Medium,1640290,65,25,A blockchain-enabled Freemium ecosystem serving medium market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.25,95.0,Very Strong Potential
SparkZephyr56,Technology,Franchise,Small,11496,38,5,A next-generation Franchise service targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.38,95.0,Very Strong Potential
VirtuKinetic78,Energy,B2B,Small,63291,20,13,An AI-powered B2B service serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.18,95.0,Very Strong Potential
AlphaSystems94,Technology,SaaS,Large,141006,22,10,A data-driven SaaS ecosystem serving large market needs.,95.0,1,0.79,0.79,0.79,0.79,0.79,5.39,95.0,Very Strong Potential
QuartzAI75,Education,Direct Sales,Medium,324774,53,3,An AI-powered Direct Sales service targeting medium enterprises.,94.1,1,0.45,0.45,0.45,0.45,0.45,6.13,94.1,Very Strong Potential
TauKinetic80,Technology,B2C,Large,14097,5,3,A mobile-first B2C infrastructure serving large market needs.,93.86,1,0.0,0.0,0.0,0.0,0.0,5.82,93.86,Very Strong Potential
SparkKinetic49,Technology,B2G,Small,524072,324,4,A blockchain-enabled B2G ecosystem targeting small enterprises.,93.93,1,0.14,0.14,0.14,0.14,0.14,6.14,93.93,Very Strong Potential
LambdaVentures47,Technology,C2C,Large,498057,3,13,A next-generation C2C solution targeting large enterprises.,95.0,1,0.2,0.2,0.2,0.2,0.2,5.1,95.0,Very Strong Potential
PhiAI40,Energy,C2C,Large,2242179,29,8,A cloud-based C2C ecosystem serving large market needs.,93.79,1,0.0,0.0,0.0,0.0,0.0,6.18,93.79,Very Strong Potential
NovaSolutions17,Retail,B2C,Medium,481349,2,25,A next-generation B2C platform serving medium market needs.,93.33,1,0.0,0.0,0.0,0.0,0.0,5.78,93.33,Very Strong Potential
AstraDynamics77,Finance,Freemium,Small,88038,3,10,A mobile-first Freemium infrastructure targeting small enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.02,95.0,Very Strong Potential
OmegaVentures91,Finance,Subscription,Large,74904,59,19,An innovative Subscription solution targeting large enterprises.,95.0,1,0.11,0.11,0.11,0.11,0.11,5.05,95.0,Very Strong Potential
TauZephyr84,Transportation,B2C,Medium,18724347,3,3,An innovative B2C platform serving medium market needs.,95.0,1,1.0,1.0,1.0,1.0,1.0,5.5,95.0,Very Strong Potential
TauCeleste70,Technology,Direct Sales,Medium,67946,11,34,A next-generation Direct Sales ecosystem targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.29,95.0,Very Strong Potential
UpsilonLabs43,Technology,B2C,Small,158635,5,9,A cutting-edge B2C solution serving small market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.43,95.0,Very Strong Potential
PioneerLabs89,E-commerce,Freemium,Large,266053,4,1,An innovative Freemium ecosystem targeting large enterprises.,93.73,1,1.4,1.4,1.4,1.4,1.4,6.97,93.73,Very Strong Potential
OmicronAnalytics36,Technology,B2B,Medium,420628,19,7,A next-generation B2B solution serving medium market needs.,95.0,1,1.47,1.47,1.47,1.47,1.47,5.73,95.0,Very Strong Potential
IotaFlow85,Technology,B2C,Medium,365375,50,4,An innovative B2C platform serving medium market needs.,94.64,1,0.0,0.0,0.0,0.0,0.0,5.04,94.64,Very Strong Potential
QuantumCore31,Technology,B2G,Large,25388,18,4,An innovative B2G platform targeting large enterprises.,95.0,1,1.99,1.99,1.99,1.99,1.99,6.0,95.0,Very Strong Potential
GammaCloud99,Agriculture,B2C,Small,365576,5,1,A cloud-based B2C service serving small market needs.,92.95,1,0.0,0.0,0.0,0.0,0.0,6.19,92.95,Very Strong Potential
RhoGroup53,Healthcare,Subscription,Small,16950,21,1,An innovative Subscription infrastructure serving small market needs.,95.0,1,0.24,0.24,0.24,0.24,0.24,5.12,95.0,Very Strong Potential
MuData51,Finance,Subscription,Small,615214,85,3,A mobile-first Subscription toolkit targeting small enterprises.,95.0,1,1.65,1.65,1.65,1.65,1.65,5.82,95.0,Very Strong Potential
DeltaFlow93,Food & Beverage,Freemium,Medium,16601,27,34,A next-generation Freemium solution serving medium market needs.,93.69,1,0.64,0.64,0.64,0.64,0.64,6.63,93.69,Very Strong Potential
TauNebula11,Agriculture,Marketplace,Small,47858517,53,20,A data-driven Marketplace platform targeting small enterprises.,94.08,1,1.11,1.11,1.11,1.11,1.11,6.48,94.08,Very Strong Potential
NovaWave55,Technology,Advertising,Medium,1715443,12,1,A data-driven Advertising solution targeting medium enterprises.,93.58,1,0.32,0.32,0.32,0.32,0.32,6.57,93.58,Very Strong Potential
NexusInnovations67,Manufacturing,Marketplace,Medium,144783,81,5,A data-driven Marketplace service targeting medium enterprises.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.02,95.0,Very Strong Potential
QuartzWave68,Healthcare,Franchise,Small,210551,8,10,An innovative Franchise infrastructure targeting small enterprises.,95.0,1,0.69,0.69,0.69,0.69,0.69,5.35,95.0,Very Strong Potential
ChiTech26,Retail,Subscription,Small,49833,27,4,An innovative Subscription platform serving small market needs.,92.92,1,0.8,0.8,0.8,0.8,0.8,7.47,92.92,Very Strong Potential
OmicronAnalytics58,Technology,SaaS,Medium,61345,1,13,An innovative SaaS infrastructure serving medium market needs.,92.54,1,1.42,1.42,1.42,1.42,1.42,8.16,92.54,Very Strong Potential
EmeraldCloud68,Technology,Marketplace,Large,157330,5,8,A cutting-edge Marketplace infrastructure serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.7,95.0,Very Strong Potential
PiAI75,Finance,Freemium,Large,372770,8,13,A cutting-edge Freemium toolkit serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.04,95.0,Very Strong Potential
RhoZephyr76,Energy,Subscription,Large,308393,1,2,A cloud-based Subscription solution targeting large enterprises.,92.69,1,0.0,0.0,0.0,0.0,0.0,7.15,92.69,Very Strong Potential
PulseCore78,E-commerce,Direct Sales,Medium,4366968,3,3,A next-generation Direct Sales toolkit targeting medium enterprises.,94.35,1,0.0,0.0,0.0,0.0,0.0,5.0,94.35,Very Strong Potential
LuminaAI95,Real Estate,Subscription,Large,145033,6,7,A data-driven Subscription ecosystem serving large market needs.,94.5,1,0.0,0.0,0.0,0.0,0.0,5.09,94.5,Very Strong Potential
ChiPartners46,Technology,C2C,Small,2785439,45,4,A blockchain-enabled C2C solution targeting small enterprises.,95.0,1,1.95,1.95,1.95,1.95,1.95,5.97,95.0,Very Strong Potential
LambdaData23,Technology,Subscription,Small,16374636,186,1,A data-driven Subscription infrastructure serving small market needs.,95.0,1,1.76,1.76,1.76,1.76,1.76,5.88,95.0,Very Strong Potential
EtaSystems88,Technology,B2B,Large,102989,1,28,A cutting-edge B2B toolkit targeting large enterprises.,93.28,1,1.97,1.97,1.97,1.97,1.97,7.71,93.28,Very Strong Potential
LambdaData48,E-commerce,Franchise,Small,249719,31,8,A mobile-first Franchise toolkit targeting small enterprises.,94.4,1,0.0,0.0,0.0,0.0,0.0,5.45,94.4,Very Strong Potential
IotaAnalytics55,Education,Franchise,Small,127641,2,8,An innovative Franchise ecosystem targeting small enterprises.,94.36,1,0.0,0.0,0.0,0.0,0.0,5.0,94.36,Very Strong Potential
VirtuSync14,Technology,B2B,Small,172880,15,29,An AI-powered B2B solution serving small market needs.,93.76,1,1.54,1.54,1.54,1.54,1.54,7.01,93.76,Very Strong Potential
VibeSync60,Technology,SaaS,Large,3420736,35,2,An innovative SaaS service serving large market needs.,95.0,1,0.0,0.0,0.0,0.0,0.0,4.07,95.0,Very Strong Potential
OmegaWorks40,Technology,C2C,Large,92402,294,39,A blockchain-enabled C2C platform targeting large enterprises.,92.58,1,0.16,0.16,0.16,0.16,0.16,7.5,92.58,Very Strong Potential
