Startup_Name,Industry,Business_Model,Target_Market_Size,Budget_INR,Employees_Count,Founder_Experience_Years,Project_Description,Success_Probability,Success_Status,Financial_Risk,Market_Risk,Technical_Risk,Business_Risk,Regulatory_Risk,Overall_Risk_Score
Star-Nexus,Logistics,B2C,Medium,3933954,21,7,A real-time B2C tracking platform serving medium logistics providers.,28.405049699606835,1.0,72.16074305932364,65.46775541020227,15.632187516801121,34.66883216773697,22.11324114818363,45.13716743921572
HarmonyTech,EdTech,B2B,Large,3728949,121,4,An B2B educational technology platform for large learning institutions.,42.558468478563725,1.0,82.2474700953152,26.00955006567377,1.002432901641587,35.48958810504253,16.69848462833058,35.30173566368112
Stellar Infinity,Healthcare,B2B,Small,15330248,181,2,An innovative healthcare B2B solution targeting small medical facilities.,19.010106729460755,0.0,85.36817793351022,62.93512686277126,12.910575687116303,38.21934878985569,29.227065286987038,45.79542517303806
Quartz-Sync,FinTech,Marketplace,Large,7394787,54,9,A blockchain-based Marketplace platform targeting large financial services.,70.74838502901164,1.0,90.77606768593424,45.93251283787509,18.381246903459754,44.23797799914388,36.442271641809675,54.10690966558198
Matrix Core,SaaS,Marketplace,Large,8433853,23,3,A cloud-based Marketplace platform serving large organizations.,25.998347113994637,0.0,58.73328389169686,31.82459238122066,14.613917742650258,37.5773115272398,14.940966704702499,30.64360850921015
CosmicTech,E-commerce,SaaS,Large,15149486,115,4,An AI-driven SaaS shopping solution for large retail experiences.,79.43397588293104,1.0,75.73820977901632,29.14946090203766,0.49897326848039114,34.630882597300086,24.69310679333661,40.46188214144172
Obsidian Forge,CleanTech,B2C,Small,8709029,85,14,An innovative B2C clean technology solution for small environmental needs.,37.89658041847472,0.0,65.79963997833586,76.00299327591814,12.467566313836635,41.183903983943736,19.9156036783247,47.64615638734601
Reign Photon,Agriculture,SaaS,Medium,2668150,24,4,A data-driven SaaS platform serving medium agricultural businesses.,41.11656336347727,1.0,79.38819215974286,33.23476511481018,11.337690309109298,27.941498477495713,23.145327392825976,34.79244960095988
MaverickKinetic64,EdTech,Marketplace,Small,8721680,35,10,An interactive Marketplace education platform serving small academic programs.,40.83063461938936,1.0,82.67209062071818,78.76470585939558,4.969448484189336,28.756004999811047,18.620797595759917,48.26978020341786
GenesisAurora,SaaS,B2C,Large,2901326,16,6,A cloud-based B2C platform serving large organizations.,43.82686922281516,0.0,95.15389848472884,46.85744940996941,22.094361903365865,51.24657678892418,15.045470190242355,53.2289392976623
Trek-Jupiter,AI/ML,B2B2C,Large,14836468,165,3,A predictive B2B2C AI platform serving large businesses.,40.19457985554027,1.0,82.54066657582938,24.957855193492513,1.0120915415405207,47.23500424828305,21.225995574220555,40.82011991216607
Pulse-Equinox,FinTech,B2B,Medium,9812949,104,14,An AI-powered B2B fintech solution for medium financial operations.,66.00943876118632,1.0,76.7727214267147,42.39755568047265,3.7415540554473026,30.434538651139384,29.203124666002097,41.43973984282979
Yard Rise,FinTech,B2B2C,Large,11209894,142,3,A blockchain-based B2B2C platform targeting large financial services.,54.59646364893732,0.0,94.96382686672288,49.96060094997205,17.676857865740153,33.99741747438193,39.02512219696462,46.41694896924155
Radiant-Hex,Healthcare,SaaS,Small,8792419,74,8,An innovative healthcare SaaS solution targeting small medical facilities.,48.56898154580532,0.0,86.55466340223552,62.48127654356429,0.6384627338684412,26.339370617957925,32.343460144275454,45.697660139066656
Matrix-Venus,Cybersecurity,B2C,Medium,35165920,276,10,A B2C cybersecurity platform protecting medium digital assets.,59.82505285402721,0.0,85.00045982899978,59.3692485816804,0.0,45.234740586302,16.083400748297446,41.90341189997002
TitanTech78,AI/ML,SaaS,Medium,5296310,54,5,An AI-powered SaaS machine learning solution for medium data analysis.,44.69981576813634,1.0,79.41484538367973,39.7096742550357,25.936297699649156,25.25127884960655,18.11100780251414,37.89198250949643
FusionMeridian12,Logistics,Marketplace,Large,10412566,87,23,A Marketplace logistics platform optimizing large supply chain operations.,60.57615920241359,1.0,79.92963829782688,40.443545125158415,2.9226135654142853,24.45700821468828,22.16182488706893,34.33186720758897
ReverieFlow,Manufacturing,B2B,Large,2251220,9,5,A B2B manufacturing platform optimizing large production operations.,26.66361879028813,0.0,79.24595605449313,41.56959812075478,15.64209828678823,39.490298335969,32.52534350652529,44.95400799382152
Penumbra Nexus,CleanTech,Marketplace,Large,8475540,143,18,A Marketplace cleantech platform providing large sustainable solutions.,56.14167084087657,0.0,76.37254085605501,42.655625527821414,0.0,31.08220684708647,31.200006481811855,41.38400728571432
IronNebula,SaaS,B2B2C,Large,10442255,131,29,A B2B2C SaaS platform providing large software solutions.,67.86428518549822,0.0,58.301261240405765,42.60582403297735,0.0,21.76616598843008,15.231895465980742,31.92319701647743
SwanLabs,Manufacturing,B2C,Medium,4061626,39,22,A B2C manufacturing platform optimizing medium production operations.,18.74009603816079,0.0,66.64988889374362,49.389188722605695,0.0,18.369996535411,20.217343151223815,36.46511081425605
ZionQuanta13,FinTech,B2B,Large,5862916,23,4,A B2B financial technology platform serving large financial institutions.,48.17814446549449,0.0,70.53784550695195,44.929626202999714,24.510139086448444,51.37808461139424,31.22877348766784,47.88048557167241
Noble Axis,Healthcare,B2C,Medium,10851537,130,5,An innovative healthcare B2C solution targeting medium medical facilities.,47.65084290168028,1.0,79.72231330693234,65.06508059334682,0.0,51.62171325127011,35.79903736622732,50.178834690146076
PenumbraCascade,EdTech,B2B,Large,6891771,44,7,An B2B educational technology platform for large learning institutions.,42.51829368776576,1.0,83.61744696552287,22.536690722537575,8.59251482240953,36.14979066331023,8.799201688119407,38.44522049068371
OrbitHive31,Healthcare,B2B,Large,39519905,454,8,A digital healthcare B2B platform improving patient outcomes for large practices.,79.77607783036154,1.0,63.56442341685124,27.811009896248684,0.0,38.13106791932028,37.200449472825326,33.31625738020019
SwiftTerra,SaaS,B2C,Small,3487341,35,14,A cloud-based B2C platform serving small organizations.,28.11893356925706,1.0,85.63390089661205,73.74505605626011,12.23433780650309,35.57719219089328,0.0,45.62187585931698
Helix Eclipse,Travel,B2C,Medium,2393521,16,3,An AI-powered B2C travel booking solution for medium travelers.,26.86539677014197,0.0,73.3179751074632,56.14098880000877,26.012878921184782,44.270276304309775,3.7640834236129628,46.85258461046958
SonicDynamo,Healthcare,Subscription,Small,11365027,152,10,A Subscription healthcare platform providing small healthcare solutions.,35.16524031863452,1.0,87.05782943950425,59.43683750956306,0.0,34.110539745029456,27.775128993573773,52.74955381571486
VisionDynamo23,FinTech,B2C,Large,6389800,28,4,An AI-powered B2C fintech solution for large financial operations.,37.509654514923604,0.0,87.44479613715525,54.954429714962885,14.461996918821642,49.56082181635642,33.397387005897365,56.3351213609923
OpalBridge40,Logistics,SaaS,Small,4767794,39,3,An AI-powered SaaS logistics solution for small delivery networks.,16.398049467453397,0.0,78.48757605843221,51.6523856853914,25.147254042394703,36.56774369932261,20.66166190486487,45.58003104891594
VerdantFlow41,Travel,B2B2C,Medium,6281078,114,6,A personalized B2B2C platform serving medium tourism businesses.,47.59563289636592,1.0,87.68115916557575,47.178818062083565,10.267289267641086,39.95816027485108,20.328724554242267,51.579709060143855
Iron-Craft,E-commerce,SaaS,Large,953127,8,3,A mobile-first SaaS commerce platform targeting large online shoppers.,55.74482225886505,0.0,89.32316509263055,28.528080456374305,16.39836708987888,31.96472545291964,16.83839875948788,40.7105012430662
Delta Bridge,Logistics,B2C,Medium,3120090,37,4,A real-time B2C tracking platform serving medium logistics providers.,36.227995164839925,0.0,98.92313044555746,57.979308200353984,11.924475616521734,50.88376558323691,29.462631655712023,58.96314948929806
SierraQuantum,Healthcare,Subscription,Medium,2640650,21,28,An innovative healthcare Subscription solution targeting medium medical facilities.,55.299409477498386,0.0,72.05101372765952,52.56927715611183,0.0,11.887740203945564,44.19307180707965,40.19363480876259
Eagle Systems,FinTech,B2B2C,Medium,3180251,24,3,A B2B2C financial technology platform serving medium financial institutions.,38.82211722772357,0.0,100.0,55.10881524556035,15.967539939607857,47.60045162670992,23.195648322556142,52.1216631436479
Saturn-Nexus,Retail,SaaS,Small,13957648,60,7,A SaaS retail platform providing small shopping solutions.,65.15096415372967,1.0,69.92917960778813,70.37062061758253,3.6288896784087727,38.76025765071073,21.38003851789673,44.348571438165166
Cosmic Nexus,Media,B2C,Large,3483559,24,3,A digital B2C platform serving large media companies.,46.0762224708676,0.0,82.2880793188634,48.85229078130707,16.426454997374375,36.146296588175716,19.101445963382353,45.925105277784226
Renaissance Quantum,Healthcare,B2B,Medium,21610448,240,2,An innovative healthcare B2B solution targeting medium medical facilities.,55.95281313476842,0.0,90.21353020665585,54.76120033264955,0.0,41.436876930326605,36.17216005792588,46.061566947333866
Wing-Galaxy,Media,Marketplace,Medium,3073909,13,4,A digital Marketplace platform serving medium media companies.,27.858307183434427,0.0,89.34556431905628,55.183139319404745,11.199354163308579,34.712722338707565,10.332167252738323,44.5120781966992
Neon Forge,AI/ML,B2B,Medium,19985784,98,25,An AI-powered B2B machine learning solution for medium data analysis.,80.03144358071691,1.0,61.229749450794166,44.10434306777344,19.846649416557824,19.061967230650023,16.787986800288014,33.68702869031253
Bright Pegasus,Manufacturing,B2B2C,Medium,1336246,11,7,A data-driven B2B2C platform serving medium manufacturing sectors.,21.374704818034136,0.0,98.7203749309728,56.07932260890587,4.06344659640779,31.998795166924374,26.41074589965241,46.46294890364031
PalisadeTerra3,Logistics,B2B,Large,9879097,119,6,An AI-powered B2B logistics solution for large delivery networks.,70.77935476890632,1.0,57.822514528621376,43.290178418150056,0.0,33.6477305190258,7.491793822731802,32.749096719319716
Vulcan-Titan,SaaS,Marketplace,Large,4426492,95,9,An enterprise Marketplace SaaS solution targeting large business operations.,75.73807756780424,1.0,83.70516839528565,46.88433321042781,9.801386260127884,31.969739790097023,14.675096871403564,44.989749278348974
Stellar-Orbit,Logistics,Subscription,Medium,3075135,20,3,An AI-powered Subscription logistics solution for medium delivery networks.,48.74929264238875,0.0,85.44464248796442,44.46918138478269,9.753898183927234,50.35018133554152,19.269565196805303,44.47069307375611
Tundra-Quanta,AI/ML,B2B2C,Medium,15500584,109,2,A predictive B2B2C AI platform serving medium businesses.,43.556788485310356,0.0,95.60232105769256,31.59903083442391,5.008317258918495,41.31230637992791,11.286069356928376,41.69125295292971
Jupiter-Celeste,FinTech,SaaS,Medium,11224109,134,14,A SaaS financial technology platform serving medium financial institutions.,59.7941119930378,1.0,77.2537924748922,48.03472299054198,7.605787052728999,27.600952817941575,26.687213241953668,43.31874844962274
Prodigy-Fusion,Healthcare,B2B2C,Medium,10997669,115,5,A digital healthcare B2B2C platform improving patient outcomes for medium practices.,36.811582248428884,1.0,100.0,64.88085891045654,0.0,40.09357837596167,17.022765022491978,53.577629304225084
VistaAurora2,E-commerce,B2B2C,Medium,2585354,17,5,An AI-driven B2B2C shopping solution for medium retail experiences.,34.95819073231412,1.0,89.07356759558886,61.835892830852416,0.0,39.67351781151597,19.97170763878104,53.51553114045533
Velvet Hive,AI/ML,Subscription,Large,10028010,78,5,A predictive Subscription AI platform serving large businesses.,75.74792352355577,1.0,89.14965627700471,30.69380922382198,15.692450663751165,31.65045751189259,5.488298862773824,48.711466843275716
PioneerApex,FinTech,SaaS,Medium,18790580,109,17,An AI-powered SaaS fintech solution for medium financial operations.,79.73103124561193,1.0,70.92025380069343,41.77681503190253,0.6739553318506637,20.86928599597486,33.79261296652904,35.26632228551729
OceanFlow,AI/ML,SaaS,Small,7113970,31,13,A predictive SaaS AI platform serving small businesses.,23.171979726054587,0.0,72.45216272473829,49.29820681870097,8.319927605348957,9.534930116755742,19.877455842175802,30.42656103011951
Ridge Pinnacle,Media,B2C,Medium,4914075,36,4,A B2C media platform providing medium content solutions.,69.01506459503923,1.0,77.94919557552774,69.16201902638694,0.0,42.90715159355772,0.0,41.83846931581501
Galactic Dynamo,Healthcare,B2B2C,Small,5520225,94,14,A B2B2C healthcare platform providing small healthcare solutions.,63.96718053409421,1.0,86.45526873461878,81.37544539638994,0.0,21.2836029947158,29.719162731464706,47.0961179437836
SummitLabs,AI/ML,B2B,Large,10949442,60,11,An AI-powered B2B machine learning solution for large data analysis.,87.52405768921894,1.0,66.50016469098863,21.510171132481133,21.60218468269377,30.81829262644486,27.254637297629362,36.632917207906985
FathomLattice,Agriculture,B2C,Medium,7720359,29,1,A B2C agtech platform providing medium farming solutions.,15.14500986600181,0.0,72.55410061625209,51.02834014757046,2.3863271266854955,33.93997060759793,16.89331381802311,40.82747751982393
PioneerDynamo87,Manufacturing,B2B2C,Medium,2676126,12,2,A data-driven B2B2C platform serving medium manufacturing sectors.,24.94340397227663,0.0,100.0,42.67875335234168,19.439171548246453,51.36993033941583,20.951894852244727,54.79779416258185
Titan-Rise,FinTech,SaaS,Medium,20248789,210,4,A blockchain-based SaaS platform targeting medium financial services.,60.51210438942202,1.0,90.55763337016914,65.19369118145853,10.390078075377236,42.216748122796076,19.237595856836332,48.13833095164434
StarLabs59,AI/ML,SaaS,Large,50000000,371,5,A SaaS AI/ML platform offering large analytics solutions.,96.9841146526284,1.0,89.52207853226412,24.555775248400955,13.909502516732978,42.18462590209894,26.727339770543725,47.10714090516033
RadiantEclipse13,CleanTech,B2C,Small,5753829,86,8,A B2C cleantech platform providing small sustainable solutions.,17.00771901413313,1.0,83.87092058764985,67.5120947491946,0.0,37.085434267583665,26.002036606778322,45.38053563977
JupiterZephyr86,Media,B2B,Large,2255397,27,2,A B2B media platform providing large content solutions.,32.13969011072556,0.0,80.68032978783344,42.69395249352821,10.504169917221086,35.549360396036725,15.571896527806635,40.815056291714654
Yonder Terra,AI/ML,SaaS,Medium,5870026,53,4,A SaaS AI/ML platform offering medium analytics solutions.,50.1531865186159,0.0,84.74719237851775,22.51969621768916,21.61771230629082,41.22024446062758,17.424524215570088,46.01396885372119
HarmonyRise99,Logistics,B2B,Large,11714833,128,8,An AI-powered B2B logistics solution for large delivery networks.,55.890604825414236,0.0,84.1341966641655,32.82590774979771,2.6346397435043656,43.28889823485058,23.368321505931696,48.547579215961235
Silicon Eclipse,SaaS,Marketplace,Large,20027675,110,20,A Marketplace SaaS platform providing large software solutions.,59.200257361015204,0.0,72.8605016980607,51.227949327065396,0.0,36.6278961819886,13.330302740639462,38.05940681121126
ZestUmbra,Manufacturing,B2B,Small,11015653,124,22,A B2B manufacturing platform optimizing small production operations.,66.24127862517464,1.0,68.05286194699721,56.40452059295802,0.0,0.4809779910610814,13.487025471943666,32.494936963881486
Phoenix Lunar,SaaS,B2C,Large,6382634,48,30,An enterprise B2C SaaS solution targeting large business operations.,69.56849035939369,1.0,77.20377423832645,39.27689878847026,6.026762075561953,7.620467218200066,14.008920565914453,31.104692753907194
Kinetic-Minds,Healthcare,Subscription,Large,19545640,238,14,A digital healthcare Subscription platform improving patient outcomes for large practices.,77.24919581537524,1.0,81.88883695517258,41.52792593142929,0.0,25.86197393766142,48.16351885385289,46.41820051403773
CrystalEquinox60,Travel,B2B,Small,3532789,34,30,A B2B travel platform providing small travel solutions.,46.10136044415122,0.0,52.721637684918996,69.5736106821158,0.0,4.935426970231461,13.842706634181473,27.58610504090857
PulseSaturn69,AI/ML,B2C,Small,4836762,29,8,A B2C AI/ML platform offering small analytics solutions.,38.319769157357186,0.0,79.41497529246347,65.76209879010021,12.847486078479545,34.821882392819404,25.37715422299116,42.67906754366071
WindsorCore,AI/ML,B2C,Medium,24095644,110,13,An AI-powered B2C machine learning solution for medium data analysis.,64.22450938682161,1.0,78.38874290919134,61.355228198641456,0.0,35.75662445054908,4.456170698944996,43.62829529367494
Trek Ignite,FinTech,Subscription,Large,27370996,169,2,An AI-powered Subscription fintech solution for large financial operations.,66.9904961171734,0.0,74.98389880827453,36.85806118213985,0.0,40.960923970652004,33.73078776258909,45.9008694747784
Marble-Hex,AI/ML,SaaS,Large,4814193,41,7,A predictive SaaS AI platform serving large businesses.,53.495320991347285,0.0,70.84347354453085,25.752220387219246,19.524930122613906,31.240188584008685,14.403376483887834,41.2656437042669
Marble Jupiter,Agriculture,B2B,Large,2028621,11,5,An IoT-based B2B agricultural solution for large farm operations.,66.29234125871709,0.0,83.70007294546029,20.14187667232649,5.93673797289683,48.15894950896765,9.540605471266383,40.01701621551018
Zenith-Vertex,AI/ML,B2B,Large,11246261,82,1,A B2B AI/ML platform offering large analytics solutions.,33.656386081803745,0.0,90.63874418568135,34.869891750389,20.703096367819974,44.53030054141297,28.50093631986902,45.137621623350775
ZeroLink44,Healthcare,Marketplace,Large,23849731,327,9,A digital healthcare Marketplace platform improving patient outcomes for large practices.,45.41108757257805,1.0,88.52782043510355,48.844255132459836,6.358062477105893,42.10522219625275,39.61524522487245,53.90697484505196
VertexNest,AI/ML,B2C,Medium,3957586,55,8,An AI-powered B2C machine learning solution for medium data analysis.,55.509001566960166,1.0,95.76598720773492,47.65802159558263,32.30417769643473,31.35801999560929,11.009697973335417,51.72983668641468
VerdantLattice,Retail,Marketplace,Medium,4535235,45,9,A digital Marketplace platform serving medium retail businesses.,64.1065375791113,1.0,82.99470220606851,67.05653862350954,0.0,43.67976038150383,22.998254725267252,46.90596742016304
DynamoCraft60,Healthcare,B2B,Large,7120249,110,5,An innovative healthcare B2B solution targeting large medical facilities.,75.67230296114843,1.0,81.82739218021563,43.50032473955724,0.0,47.95063784047362,28.610985625056585,39.77152628789379
PhoenixLunar89,Retail,B2B,Small,5375772,22,5,A digital B2B platform serving small retail businesses.,14.014939553013884,0.0,69.46290862792661,72.12063494692353,0.0,31.621386638640338,10.75782798326611,43.24365698023635
Aero-Dynamo,Agriculture,Marketplace,Medium,2554691,38,3,A Marketplace agtech platform providing medium farming solutions.,18.1340500650384,1.0,93.13660450286287,68.3052348458211,8.558625317304347,60.933497746266454,23.340854514817405,59.219466128552405
ProdigyNebula27,Manufacturing,B2B,Large,7140004,28,13,An IoT-based B2B manufacturing solution for large factories.,51.012395181364624,1.0,71.17477024492275,28.38128643990134,9.894964596335637,32.69145264735169,29.093735651599566,39.810070301849876
Tango Surge,Cybersecurity,SaaS,Medium,7775610,62,2,A comprehensive SaaS platform serving medium security needs.,36.765459335087584,0.0,92.22238034900094,43.889397076699055,20.54014228479942,38.973365782100934,35.081766002091186,51.53139005745378
LunarGalaxy82,SaaS,B2B,Small,3698191,19,5,A B2B SaaS platform providing small software solutions.,41.334292713025405,0.0,80.04839708984662,55.40675224123928,21.12022323047403,34.65546023165572,13.273511415539069,47.15691258674197
OmniQuanta,Cybersecurity,B2B,Small,9122678,104,5,A B2B cybersecurity platform protecting small digital assets.,22.636175856906743,0.0,70.49903750443839,61.21650319426174,0.0,35.782008107968124,30.05938167845621,46.62327936164289
Lattice-Vela,Manufacturing,Subscription,Medium,1071369,4,14,A data-driven Subscription platform serving medium manufacturing sectors.,52.59285178638319,0.0,65.86390096239053,53.78454594051144,4.637342079051833,25.754243898869284,21.275534611561792,39.27618411796089
UmbraPrism81,Agriculture,B2C,Large,2389261,9,15,A data-driven B2C platform serving large agricultural businesses.,71.75664259964068,0.0,66.89272163395192,38.20218994215849,0.0,23.476955879335108,22.116907681892073,32.71003255640549
Orion-Saturn,E-commerce,SaaS,Medium,9258239,53,17,A mobile-first SaaS commerce platform targeting medium online shoppers.,79.41865022054486,0.0,60.08923905874196,48.20074079256277,0.0,20.984306897495944,13.251723562781956,38.387297619901325
Prism Minds,AI/ML,B2B,Medium,2639650,14,6,An AI-powered B2B machine learning solution for medium data analysis.,39.43727226401941,1.0,81.7495036127938,47.89836170366846,24.301729144764394,50.30459467127939,24.89448538492116,49.10506753242536
WillowZen,CleanTech,Marketplace,Medium,1514242,9,11,A green Marketplace platform serving medium sustainability initiatives.,47.89358340911622,0.0,87.59303882138317,64.1966744288141,24.559111242460226,38.76883572480648,29.730369186743342,53.979642607199914
YonderQuantum,Cybersecurity,SaaS,Medium,1616983,9,3,An AI-driven SaaS security solution for medium organizations.,17.682032134226123,0.0,91.49317079322887,57.03232421119409,24.035511428141735,31.918274615117976,24.644412883617484,48.92203861003969
InnovaIgnite7,CleanTech,B2C,Small,10993157,122,2,An innovative B2C clean technology solution for small environmental needs.,9.653842157059806,0.0,99.351836443223,64.12778586386298,1.9966154556820719,42.94830386685926,11.394940608367287,51.13735002757109
Cascade Craft,Agriculture,SaaS,Medium,3477984,25,8,A SaaS agtech platform providing medium farming solutions.,31.299389399889087,0.0,72.17595525700854,33.254189405051534,1.164288066695784,34.82116695358399,23.236352498879516,37.568278293184584
SurgeMeridian84,CleanTech,Marketplace,Medium,4742531,80,6,A green Marketplace platform serving medium sustainability initiatives.,55.680154856299424,1.0,85.77620589065394,59.757407483716236,0.0,39.03780485590511,17.688125378075647,41.03639607005897
XenonLunar52,FinTech,B2C,Small,16704362,149,12,An AI-powered B2C fintech solution for small financial operations.,59.06279870445509,0.0,83.94339765391894,81.78784804920957,0.0,35.268790847817954,14.864301356616611,45.680833538028075
RaptorUmbra38,SaaS,Marketplace,Small,5969669,73,4,An enterprise Marketplace SaaS solution targeting small business operations.,46.031472539122696,1.0,77.75342051784119,65.01999410066776,28.863779096606066,37.633557880030025,31.654505047816436,48.64389826266074
Venture-Vault,Healthcare,Marketplace,Large,14536357,155,6,A digital healthcare Marketplace platform improving patient outcomes for large practices.,47.59281350065532,0.0,100.0,40.95819000939146,0.5948023112918577,43.802207333756286,36.941634847508894,52.013009296330424
XploreTerra33,E-commerce,B2B,Large,7397402,37,1,A B2B e-commerce platform serving large consumer markets.,37.23680454867228,0.0,78.07743738383206,41.46272488176587,15.604543131528755,41.3835794645892,8.664833262835202,38.75475996095464
ReignFusion,E-commerce,B2C,Large,4655759,28,4,A B2C e-commerce platform serving large consumer markets.,36.376050487495185,1.0,88.75245262133143,58.60388161741703,23.272963600970563,51.167693331951135,12.475943051519403,46.72880548615908
CogniGalaxy10,Agriculture,B2C,Medium,3852795,49,10,A B2C agtech platform providing medium farming solutions.,40.97155457651327,0.0,62.300224000943885,51.66911287719216,1.979386148186495,40.590169448642754,36.01604473317834,42.462569877145334
Aero Saturn,AI/ML,B2C,Small,18197762,59,7,A predictive B2C AI platform serving small businesses.,45.20174602544982,0.0,51.277819944964506,73.04983102210878,20.166481362777787,37.833092907766996,20.468093272598757,40.70767297441413
QuantumNova81,E-commerce,SaaS,Large,6356337,63,4,A mobile-first SaaS commerce platform targeting large online shoppers.,39.33265266304699,0.0,75.30228765736388,36.08157760906661,10.390424921188751,40.187193347916015,12.846923949824209,39.633009199751136
EmberNova43,Agriculture,B2B2C,Small,2665078,19,4,A B2B2C agtech platform providing small farming solutions.,24.286352490139976,0.0,77.81061610369163,59.54965182540941,6.782064780988392,47.74074812307029,32.87779099847719,52.42284085666682
HarmonySolutions85,EdTech,Subscription,Large,3965828,21,3,An Subscription educational technology platform for large learning institutions.,13.971315712530076,0.0,89.1100699046087,40.10670548967797,23.30044001285974,39.02786671201479,7.175182807582871,45.82636139817482
Genesis-Pulse,E-commerce,B2C,Large,1249480,8,12,A B2C e-commerce platform serving large consumer markets.,59.099965168807685,1.0,81.22034792763456,43.68657888817914,0.0,31.588177909278752,13.82127403364671,43.69267595014644
XenonFlow23,EdTech,B2C,Large,6266632,112,3,A personalized B2C learning solution targeting large students and educators.,49.69734832701527,0.0,87.58382660878438,43.384513541751716,7.767148211089747,44.27454159224618,25.207181073737246,44.76405188234791
Sentinel Galaxy,Healthcare,SaaS,Large,4560763,15,28,A digital healthcare SaaS platform improving patient outcomes for large practices.,87.25557737520137,0.0,52.99354390279005,26.88647661452665,0.0,21.68398301894745,31.793074674932832,30.4671855682001
EnvisionPinnacle4,SaaS,B2B2C,Large,10855689,46,5,An enterprise B2B2C SaaS solution targeting large business operations.,47.367512803698844,0.0,74.14785158574644,30.50846458636253,16.21792177468065,38.506868432762495,23.573888046887593,36.64627616230494
EdenSurge,AI/ML,B2B2C,Large,9625517,29,14,An AI-powered B2B2C machine learning solution for large data analysis.,50.82267651761214,0.0,71.92293550898137,40.345479755122064,7.888532641848728,29.264799452322272,30.780503407515198,40.304679192608795
Sapphire-Harbor,SaaS,B2B,Medium,7832425,49,11,An enterprise B2B SaaS solution targeting medium business operations.,26.04653273540378,1.0,73.20596627574754,44.50820692461619,15.276812706970418,32.484645674314166,9.409563518053837,38.52770008775252
IronKinetic1,Logistics,B2C,Large,7161792,41,6,A real-time B2C tracking platform serving large logistics providers.,56.46110558276999,1.0,71.43763247484497,46.67691371626974,18.042240476237925,37.95233284548154,25.97653633125489,43.453546721457315
RaptorHelios,E-commerce,B2C,Small,3353912,28,4,An AI-driven B2C shopping solution for small retail experiences.,26.031713154855385,0.0,76.90087782555115,57.27410530355452,15.777565982375835,45.305554625422026,15.509183592331933,48.250558900996026
CrestApex6,Manufacturing,Subscription,Large,4690595,29,7,A Subscription manufacturing platform optimizing large production operations.,70.46948111759384,1.0,100.0,29.297509722986277,21.644552896702873,39.661782264935304,12.456853354290605,46.9160492942701
Titan-Core,SaaS,B2C,Medium,7924123,78,9,A cloud-based B2C platform serving medium organizations.,59.78445743969869,1.0,79.81724681788099,48.74740070078284,0.0,34.9256052784866,23.709818612226606,40.03292578173342
Quartz Wave,Logistics,SaaS,Small,4516107,24,23,An AI-powered SaaS logistics solution for small delivery networks.,30.18283429080007,0.0,56.37548453396455,58.55997566812846,0.0,10.033473047962598,18.863263416926344,31.764944365905087
WarriorCascade,Healthcare,Marketplace,Large,6141483,139,6,A Marketplace healthcare platform providing large healthcare solutions.,50.97458834996969,0.0,92.91711562832332,47.90344902942137,0.0,35.466892498972676,39.29182100935211,49.84808145722432
VulcanTech,E-commerce,B2C,Small,10032162,108,4,A B2C e-commerce platform serving small consumer markets.,22.407564342308564,1.0,86.66114697740325,66.26281570933433,0.0,49.865674762796175,3.270291164297559,54.75603957253326
Solstice-Galaxy,E-commerce,B2B2C,Large,11447588,117,8,A mobile-first B2B2C commerce platform targeting large online shoppers.,87.960635093814,1.0,87.2817660017619,38.828060606441625,12.23650974528853,46.51395825976361,32.02307529629014,56.21867859195017
KineticUmbra,Agriculture,SaaS,Medium,3869228,41,6,A data-driven SaaS platform serving medium agricultural businesses.,29.57485737642612,0.0,76.76233117161108,43.7461399446622,14.100491066151687,39.909536098018144,31.344321819620227,42.422493657164246
Fathom-Harbor,SaaS,SaaS,Large,3360088,15,8,An enterprise SaaS SaaS solution targeting large business operations.,48.34371182309252,0.0,74.13302913018366,16.14684480629447,10.523989100379646,37.355549137059725,19.217174603563375,35.04571775865095
Swan-Radix,SaaS,B2B,Large,4967028,34,5,An enterprise B2B SaaS solution targeting large business operations.,78.69822802220511,1.0,77.96231413040468,14.411450675678715,0.0,43.67312543107096,19.063999734222218,38.033459054333115
WildernessFlow,SaaS,B2C,Large,6257526,45,4,A B2C SaaS platform providing large software solutions.,54.74978731562736,1.0,83.84918838124408,31.75460709223713,18.393823970358277,42.90242271836786,17.790327063338456,46.34723547488832
LynxCore,Cybersecurity,B2C,Medium,12874675,80,5,A B2C cybersecurity platform protecting medium digital assets.,45.459093445575675,0.0,77.98014080285148,50.535993204770065,13.59962848706455,36.171824076298165,25.402804247043072,45.689245075994116
Yard-Lattice,CleanTech,B2B,Small,2393334,16,9,A B2B cleantech platform providing small sustainable solutions.,42.752516528080434,1.0,73.37755743401198,52.037097191450805,0.1255823414050352,36.17964450157608,16.4956958915907,39.807076442649276
YellowAxis53,AI/ML,Marketplace,Large,7631753,92,8,An AI-powered Marketplace machine learning solution for large data analysis.,37.55958965365752,1.0,92.89923931374439,42.91543076846331,35.982821710825384,44.374588184384045,38.8150966864848,55.228494168787634
VulcanShift78,Media,SaaS,Small,2394109,18,12,An AI-driven SaaS media production solution for small content creators.,62.17339180556664,1.0,65.5192015819743,61.54390985478038,4.613016256209711,26.14175091774592,12.796890424644864,43.70504744621276
